split,rep,comparison,model_a,model_b,metric,value
validation,947,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002032520325203291
validation,947,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008305412904607012
validation,948,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008986606752117487
validation,948,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010929519918283948
validation,948,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0042760968644410535
validation,948,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0011470209165211909
validation,948,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0008171603677221695
validation,948,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005588773392324331
validation,949,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008904938220627767
validation,949,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010932280595201904
validation,949,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004523267848670298
validation,949,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001446212857571405
validation,949,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007895535985423696
validation,949,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003182257508692887
validation,950,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008238756957804183
validation,950,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012571658453183088
validation,950,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003920477304077602
validation,950,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001541460949336937
validation,950,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00543095645177516
validation,950,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003158033587261355
validation,951,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007646777039146735
validation,951,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014058491534119977
validation,951,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003884054785080221
validation,951,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.000524842948870452
validation,951,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002975885069266271
validation,951,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0002650354432998103
validation,952,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006651185673700155
validation,952,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.015093192868719574
validation,952,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004016030056109926
validation,952,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0012860866114159375
validation,952,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.0023298217179902325
validation,952,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006591495888852161
validation,953,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006046739284327862
validation,953,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010365853658536595
validation,953,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003142840489103488
validation,953,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0017141078324547365
validation,953,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005894308943089399
validation,953,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0010062262824585
validation,954,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008134669393937699
validation,954,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010436918039496645
validation,954,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004076250292057798
validation,954,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0015295165187956261
validation,954,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0051161362938708654
validation,954,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.000596380626386922
validation,955,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005792290443936032
validation,955,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009316455696202541
validation,955,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0032805979401373253
validation,955,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0005318287408374589
validation,955,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006177215189873353
validation,955,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0003096067625361909
validation,956,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0067188011981453855
validation,956,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010175010175010102
validation,956,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003396173659284213
validation,956,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007208149187111212
validation,956,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.011803011803011798
validation,956,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0004752560062297462
validation,957,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009788279799790245
validation,957,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.003281041730749501
validation,957,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004589540231488776
validation,957,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0003191810344781443
validation,957,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008305136880959685
validation,957,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00013817572674987288
validation,958,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00906510672811689
validation,958,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010354278753426094
validation,958,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004520782967700199
validation,958,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00011790628135854853
validation,958,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007004365039082305
validation,958,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-6.404063292789197e-05
validation,959,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007423036502181901
validation,959,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012200081333875512
validation,959,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003877095743289566
validation,959,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0004334538232642071
validation,959,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0026433509556730295
validation,959,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,1.7517826070817533e-05
validation,960,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010570951272830587
validation,960,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010518863153636038
validation,960,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.005017048589878198
validation,960,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0027591172134371345
validation,960,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0
validation,960,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0012919449360787039
validation,961,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008600675126731239
validation,961,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0128821183928024
validation,961,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004269912876300963
validation,961,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0036929393237628005
validation,961,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.003169410080768875
validation,961,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0012313070088352807
validation,962,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009295491366977826
validation,962,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013281569268492
validation,962,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0042436049992432
validation,962,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0005305670720932021
validation,962,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0017368205966490358
validation,962,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,9.258335121414829e-05
